,file_name,label_pred
513,1.강제추행(성범죄)_1217822_label.wav,1.0
517,1.강제추행(성범죄)_1218041_label.wav,1.0
519,1.강제추행(성범죄)_1218110_label.wav,1.0
522,1.강제추행(성범죄)_1218212_label.wav,1.0
526,1.강제추행(성범죄)_121836_label.wav,1.0
527,1.강제추행(성범죄)_1218397_label.wav,1.0
529,1.강제추행(성범죄)_1218495_label.wav,1.0
536,1.강제추행(성범죄)_1218800_label.wav,1.0
539,1.강제추행(성범죄)_1218945_label.wav,1.0
543,1.강제추행(성범죄)_1219081_label.wav,1.0
548,1.강제추행(성범죄)_121913_label.wav,1.0
552,1.강제추행(성범죄)_121927_label.wav,1.0
557,1.강제추행(성범죄)_1219358_label.wav,1.0
559,1.강제추행(성범죄)_1219449_label.wav,1.0
560,1.강제추행(성범죄)_121944_label.wav,1.0
562,1.강제추행(성범죄)_121952_label.wav,1.0
566,1.강제추행(성범죄)_1219663_label.wav,1.0
567,1.강제추행(성범죄)_1219673_label.wav,1.0
568,1.강제추행(성범죄)_121978_label.wav,1.0
572,1.강제추행(성범죄)_1219849_label.wav,1.0
573,1.강제추행(성범죄)_1219885_label.wav,1.0
574,1.강제추행(성범죄)_121988_label.wav,1.0
576,1.강제추행(성범죄)_1219953_label.wav,1.0
577,1.강제추행(성범죄)_1220031_label.wav,1.0
579,1.강제추행(성범죄)_1220161_label.wav,1.0
580,1.강제추행(성범죄)_1220177_label.wav,1.0
585,1.강제추행(성범죄)_1220359_label.wav,1.0
593,1.강제추행(성범죄)_122070_label.wav,1.0
595,1.강제추행(성범죄)_122078_label.wav,1.0
596,1.강제추행(성범죄)_1220864_label.wav,1.0
602,1.강제추행(성범죄)_122096_label.wav,1.0
605,1.강제추행(성범죄)_1221085_label.wav,1.0
608,1.강제추행(성범죄)_1221220_label.wav,1.0
609,1.강제추행(성범죄)_1221230_label.wav,1.0
611,1.강제추행(성범죄)_122133_label.wav,1.0
612,1.강제추행(성범죄)_1221340_label.wav,1.0
614,1.강제추행(성범죄)_122145_label.wav,1.0
615,1.강제추행(성범죄)_122150_label.wav,1.0
616,1.강제추행(성범죄)_122196_label.wav,1.0
617,1.강제추행(성범죄)_122272_label.wav,1.0
618,1.강제추행(성범죄)_122289_label.wav,1.0
619,1.강제추행(성범죄)_122337_label.wav,1.0
620,1.강제추행(성범죄)_122360_label.wav,1.0
621,1.강제추행(성범죄)_122372_label.wav,1.0
622,1.강제추행(성범죄)_122376_label.wav,1.0
623,1.강제추행(성범죄)_122419_label.wav,1.0
624,1.강제추행(성범죄)_122472_label.wav,1.0
625,1.강제추행(성범죄)_122483_label.wav,1.0
627,1.강제추행(성범죄)_122618_label.wav,1.0
628,1.강제추행(성범죄)_122620_label.wav,1.0
629,1.강제추행(성범죄)_122662_label.wav,1.0
630,1.강제추행(성범죄)_122720_label.wav,1.0
631,1.강제추행(성범죄)_122732_label.wav,1.0
632,1.강제추행(성범죄)_122754_label.wav,1.0
633,1.강제추행(성범죄)_122763_label.wav,1.0
634,1.강제추행(성범죄)_1228042_label.wav,1.0
637,1.강제추행(성범죄)_122805_label.wav,1.0
639,1.강제추행(성범죄)_1228091_label.wav,1.0
642,1.강제추행(성범죄)_122817_label.wav,1.0
645,1.강제추행(성범죄)_1228344_label.wav,1.0
647,1.강제추행(성범죄)_1228357_label.wav,1.0
648,1.강제추행(성범죄)_122837_label.wav,1.0
649,1.강제추행(성범죄)_1228388_label.wav,1.0
651,1.강제추행(성범죄)_1228434_label.wav,1.0
653,1.강제추행(성범죄)_1228523_label.wav,1.0
