,file_name,angry,disgust,fear,happy,neutral,sad,surprise
15,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105494_label.wav,0.17619823,0.26963553,0.12380489,0.07883127,0.06178423,0.13794018,0.15180568
16,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105550_label.wav,0.2968425,0.1594185,0.12197613,0.06223742,0.10056335,0.076026015,0.18293607
17,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105587_label.wav,0.090382725,0.26466948,0.11671287,0.1385361,0.101045236,0.0883173,0.2003363
18,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105661_label.wav,0.12757924,0.22751865,0.09512583,0.0909117,0.16803986,0.14431539,0.14650935
19,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105663_label.wav,0.12512279,0.13429096,0.11407287,0.18015492,0.16236824,0.13634567,0.14764462
20,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105667_label.wav,0.10993755,0.25573537,0.15242699,0.081586815,0.12032143,0.072327174,0.20766467
21,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105684_label.wav,0.11290129,0.09867957,0.16029623,0.1130038,0.10135023,0.29102954,0.122739226
22,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105701_label.wav,0.18547174,0.18980013,0.10254083,0.08813031,0.19379151,0.11640921,0.123856276
23,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105702_label.wav,0.25094464,0.1794689,0.10969815,0.100946315,0.09846449,0.1316224,0.12885506
24,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105715_label.wav,0.09882802,0.36755997,0.08753641,0.110948704,0.08385617,0.07326093,0.17800985
25,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105727_label.wav,0.32626787,0.17818058,0.094122574,0.11949978,0.08609114,0.09738,0.09845805
26,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105732_label.wav,0.22386111,0.20408677,0.1237443,0.10686234,0.070857026,0.07873992,0.19184849
27,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105749_label.wav,0.13661078,0.20199296,0.09628079,0.10666275,0.20733936,0.10767805,0.14343531
28,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105820_label.wav,0.16155842,0.14606524,0.14612158,0.100972064,0.1276704,0.08192327,0.23568906
29,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105827_label.wav,0.19462182,0.16150363,0.11823405,0.15027812,0.18858807,0.09294513,0.09382912
30,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105832_label.wav,0.17637148,0.28664145,0.10166749,0.09380121,0.08428127,0.07559998,0.18163711
31,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105872_label.wav,0.14364782,0.16631928,0.12075509,0.11118085,0.13642645,0.13571793,0.1859526
32,E:/kcc2023/un-labeled\1.강제추행(성범죄)_105883_label.wav,0.1625676,0.08319842,0.1470364,0.10786799,0.215538,0.15048204,0.1333095
33,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106012_label.wav,0.086320534,0.28551114,0.12640046,0.08562114,0.21259488,0.105555736,0.09799615
34,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106014_label.wav,0.2544965,0.22650707,0.11967153,0.076111555,0.10821627,0.07120539,0.14379174
35,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106017_label.wav,0.14013402,0.1578433,0.14380641,0.08733338,0.2770351,0.08620114,0.10764665
36,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106019_label.wav,0.10994198,0.18869638,0.11791342,0.17662536,0.1728967,0.09933217,0.13459398
37,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106029_label.wav,0.25764775,0.12938683,0.10468491,0.09068393,0.21899931,0.10224128,0.096355975
38,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106051_label.wav,0.16972682,0.11626483,0.1267036,0.09498257,0.1314154,0.18764308,0.17326368
39,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106084_label.wav,0.18249905,0.13509429,0.15481625,0.1061151,0.11840806,0.17118439,0.13188286
40,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106100_label.wav,0.21106331,0.25265175,0.12480565,0.06445647,0.083004996,0.10371724,0.16030058
41,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106130_label.wav,0.35188952,0.15398201,0.10013792,0.08877192,0.07984454,0.097252905,0.12812117
42,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106139_label.wav,0.09046913,0.40294373,0.12247173,0.08710094,0.0916746,0.07355014,0.1317898
43,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106159_label.wav,0.13943902,0.16194037,0.09487821,0.12355396,0.2507247,0.09370525,0.13575847
44,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106172_label.wav,0.10675156,0.12755811,0.09466298,0.18472922,0.16501552,0.117820695,0.20346192
45,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106179_label.wav,0.13108455,0.17982621,0.16251343,0.09874439,0.23422965,0.073361464,0.120240286
46,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106229_label.wav,0.24658109,0.23030093,0.10574547,0.08256092,0.09702981,0.0865185,0.15126325
47,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106270_label.wav,0.12968117,0.2557066,0.12439366,0.097472385,0.19122031,0.092302024,0.1092238
48,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106288_label.wav,0.14612499,0.12627609,0.11382005,0.14256828,0.18763173,0.14829734,0.13528155
49,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106363_label.wav,0.17517276,0.23814307,0.10722525,0.18841682,0.11527409,0.09277082,0.082997166
50,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106395_label.wav,0.17699595,0.27869484,0.101567924,0.08625037,0.10901324,0.09098569,0.15649205
51,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106487_label.wav,0.12253308,0.36013326,0.10440758,0.052795786,0.072566226,0.061547056,0.226017
52,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106501_label.wav,0.21725585,0.30411798,0.08068969,0.08064261,0.06851044,0.073262006,0.17552137
53,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106524_label.wav,0.07740867,0.4294239,0.07703415,0.15160501,0.06605929,0.07163801,0.12683092
54,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106590_label.wav,0.15519436,0.25860286,0.102167346,0.07961744,0.0868413,0.20656724,0.11100949
55,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106671_label.wav,0.09094643,0.28413755,0.13067916,0.089242116,0.17384669,0.11046319,0.120684765
56,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106679_label.wav,0.10579993,0.23142745,0.13239907,0.13792393,0.17429978,0.07813061,0.14001931
57,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106734_label.wav,0.17020744,0.146526,0.11965098,0.13200453,0.11891521,0.14661524,0.16608064
58,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106739_label.wav,0.13122845,0.20573781,0.1347212,0.09229446,0.09929743,0.18212345,0.15459716
59,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106754_label.wav,0.26377112,0.18167695,0.1319535,0.08026028,0.124962896,0.079308435,0.13806684
60,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106824_label.wav,0.16063894,0.15999088,0.09647906,0.20862822,0.14251235,0.09239496,0.13935557
61,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106831_label.wav,0.20618263,0.14451206,0.12700811,0.16122866,0.1642434,0.117422946,0.07940223
62,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106853_label.wav,0.18050545,0.21698345,0.09585626,0.10106927,0.10765008,0.0959245,0.20201097
63,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106881_label.wav,0.09085647,0.17994139,0.105255686,0.22471555,0.12929426,0.083859354,0.1860773
64,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106884_label.wav,0.32006815,0.15417555,0.09952798,0.08214464,0.13645183,0.10498731,0.10264451
65,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106892_label.wav,0.351935,0.13313738,0.10392077,0.120645076,0.11256994,0.09067946,0.08711236
66,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106896_label.wav,0.1188624,0.20504187,0.11511396,0.13211647,0.12839548,0.08798476,0.21248512
67,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106951_label.wav,0.15106323,0.3298031,0.105589606,0.078976676,0.07091614,0.067724384,0.19592686
68,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106961_label.wav,0.20074195,0.26049688,0.10443432,0.084360145,0.11071521,0.08411203,0.15513943
69,E:/kcc2023/un-labeled\1.강제추행(성범죄)_106987_label.wav,0.09008092,0.40050164,0.08303404,0.17161177,0.060583908,0.07674777,0.117440015
70,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107040_label.wav,0.09722229,0.26957646,0.09774193,0.20749366,0.09719117,0.07639556,0.15437898
71,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107042_label.wav,0.15567972,0.2753412,0.088644855,0.056269784,0.10383495,0.06695127,0.25327823
72,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107043_label.wav,0.16070686,0.14213866,0.13754372,0.06518886,0.18908222,0.07907379,0.22626594
73,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107073_label.wav,0.24944614,0.14245655,0.10592807,0.15625997,0.10302125,0.09056221,0.15232591
74,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107082_label.wav,0.08949893,0.26260504,0.08897587,0.13011435,0.082743526,0.06829418,0.27776814
75,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107112_label.wav,0.14300591,0.14144129,0.1228768,0.11027675,0.11181499,0.15198874,0.21859549
76,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107133_label.wav,0.24200717,0.3020593,0.09192536,0.074919924,0.085414395,0.072626665,0.13104717
77,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107135_label.wav,0.14573367,0.15640861,0.11203633,0.11919772,0.23871605,0.09898021,0.12892734
78,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107261_label.wav,0.29154605,0.10705862,0.12021778,0.08168038,0.11766307,0.083465174,0.19836894
79,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107454_label.wav,0.10016067,0.38366935,0.084403716,0.10037367,0.07877621,0.072809786,0.1798065
80,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107464_label.wav,0.27809387,0.12883028,0.10504132,0.104045354,0.16972208,0.11619994,0.098067135
81,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107491_label.wav,0.1480651,0.18565388,0.10536401,0.11587236,0.22011326,0.116802886,0.10812853
82,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107496_label.wav,0.15497734,0.33903027,0.06703403,0.111903615,0.06315218,0.07058628,0.19331633
83,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107582_label.wav,0.2047521,0.2726975,0.10928621,0.09833765,0.089966044,0.089050256,0.13591026
84,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107585_label.wav,0.11609056,0.18048477,0.11667419,0.08713413,0.07414296,0.27440736,0.15106598
85,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107648_label.wav,0.109083064,0.15557386,0.1391564,0.09064466,0.18751334,0.16408518,0.15394351
86,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107666_label.wav,0.103783906,0.30852547,0.09678915,0.15901774,0.09382823,0.07142121,0.16663425
87,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107730_label.wav,0.2593704,0.1529529,0.12199262,0.1012565,0.13030767,0.102923416,0.13119645
88,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107767_label.wav,0.18437542,0.1931565,0.10810806,0.071574256,0.0857162,0.079680435,0.27738917
89,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107812_label.wav,0.122859806,0.24828695,0.09611268,0.11271462,0.15952262,0.087643415,0.1728599
90,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107817_label.wav,0.23321085,0.29760054,0.09517426,0.08329973,0.07222407,0.07749531,0.1409953
91,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107823_label.wav,0.3021424,0.1724873,0.13564882,0.08130407,0.111851946,0.06997934,0.12658614
92,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107833_label.wav,0.12770341,0.09523778,0.108606644,0.10275993,0.13532384,0.32705432,0.10331407
93,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107892_label.wav,0.1297081,0.26199678,0.11407245,0.14766395,0.11088308,0.078885965,0.15678966
94,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107896_label.wav,0.13026778,0.26970613,0.10225412,0.14361833,0.0991522,0.076327614,0.17867377
95,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107900_label.wav,0.091705285,0.2379708,0.13057423,0.1172291,0.19478254,0.10206947,0.12566862
96,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107901_label.wav,0.11287969,0.27671096,0.14794812,0.078341454,0.119706735,0.0813919,0.18302108
97,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107920_label.wav,0.120631285,0.16918987,0.17191526,0.09401908,0.12648755,0.15521918,0.16253778
98,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107923_label.wav,0.247892,0.13789776,0.118802406,0.1197886,0.13444905,0.106439,0.13473116
99,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107942_label.wav,0.29716694,0.13481405,0.13651551,0.099686116,0.14935519,0.07861927,0.10384288
100,E:/kcc2023/un-labeled\1.강제추행(성범죄)_107963_label.wav,0.2289578,0.17868242,0.11062914,0.15883635,0.090746105,0.09955658,0.13259158
101,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108055_label.wav,0.29517683,0.105141185,0.12423093,0.09501663,0.16037287,0.12437561,0.095685996
102,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108070_label.wav,0.09473218,0.24650203,0.104056574,0.22159705,0.10952395,0.0768577,0.14673051
103,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108098_label.wav,0.15178402,0.22507079,0.1826243,0.10926895,0.10674019,0.10114752,0.123364195
104,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108112_label.wav,0.13977002,0.19701979,0.14335996,0.10283283,0.098295584,0.08101004,0.23771186
105,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108132_label.wav,0.16065569,0.17475049,0.12781905,0.13533434,0.1271123,0.15223335,0.122094825
106,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108153_label.wav,0.12301347,0.31595445,0.11281496,0.08950171,0.14957958,0.060279574,0.14885637
107,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108160_label.wav,0.1058598,0.18294285,0.15121043,0.09848872,0.10902316,0.20911047,0.14336453
108,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108169_label.wav,0.15169743,0.2640852,0.11097082,0.101153255,0.10930495,0.109859854,0.15292846
109,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108173_label.wav,0.13119036,0.19520004,0.13716476,0.111609586,0.11675786,0.1741345,0.13394281
110,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108191_label.wav,0.18450426,0.12336972,0.10308811,0.1557345,0.16662064,0.095431976,0.17125073
111,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108194_label.wav,0.24632668,0.18352696,0.1504283,0.079111174,0.119303286,0.10077213,0.1205315
112,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108222_label.wav,0.12396256,0.087916695,0.08763731,0.099073745,0.09701392,0.38757142,0.1168244
113,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108240_label.wav,0.42277896,0.14551389,0.09607682,0.080600426,0.07787295,0.09387871,0.08327814
114,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108246_label.wav,0.25340348,0.19717826,0.09207774,0.13619132,0.069605395,0.0897025,0.16184135
115,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108279_label.wav,0.14145194,0.1434288,0.16115335,0.10690949,0.15189853,0.12342953,0.17172837
116,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108294_label.wav,0.21640441,0.17622842,0.10877959,0.09734185,0.14722279,0.1064045,0.1476184
117,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108324_label.wav,0.16180927,0.15518679,0.08584181,0.11904534,0.18282403,0.11373838,0.18155438
118,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108331_label.wav,0.48818722,0.122540645,0.07202075,0.07076012,0.05421445,0.083035104,0.10924179
119,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108407_label.wav,0.2087871,0.13209903,0.17625439,0.10460098,0.16604504,0.09421917,0.117994316
120,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108450_label.wav,0.1698045,0.1353804,0.106116444,0.16069837,0.20925568,0.09673732,0.122007325
121,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108500_label.wav,0.18537831,0.29329684,0.08715233,0.08357933,0.059906162,0.094322,0.19636501
122,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108555_label.wav,0.09565994,0.23274988,0.10378517,0.10678749,0.15825167,0.106905214,0.19586065
123,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108575_label.wav,0.08921417,0.3352563,0.11766841,0.07230434,0.094722316,0.1395829,0.15125154
124,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108587_label.wav,0.15309013,0.12544176,0.17523272,0.12102504,0.13263366,0.13866886,0.15390784
125,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108620_label.wav,0.12155296,0.15962489,0.1218006,0.20457892,0.14089376,0.08022723,0.17132163
126,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108659_label.wav,0.36169788,0.117466114,0.086124256,0.09702693,0.088129304,0.08335911,0.1661964
127,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108660_label.wav,0.20873208,0.07998911,0.13853237,0.09783005,0.12024241,0.24872643,0.10594757
128,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108717_label.wav,0.110433936,0.13359992,0.12284246,0.10710736,0.18668756,0.15841715,0.18091169
129,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108732_label.wav,0.11196135,0.2216912,0.105742276,0.13231575,0.25517923,0.10642019,0.06668996
130,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108786_label.wav,0.09806714,0.29040354,0.12628844,0.08663821,0.09690921,0.15460955,0.14708386
131,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108814_label.wav,0.31702772,0.16900338,0.10563432,0.08953654,0.102905795,0.087450705,0.12844157
132,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108828_label.wav,0.18173085,0.13874881,0.14016274,0.12922193,0.17551783,0.12312974,0.111488126
133,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108842_label.wav,0.17402841,0.28506362,0.08707832,0.10911303,0.11396059,0.10829757,0.122458465
134,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108910_label.wav,0.084322095,0.37330458,0.15251772,0.07222385,0.07552536,0.08433749,0.15776889
135,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108954_label.wav,0.14086857,0.22990572,0.13596359,0.12439483,0.12661801,0.0783439,0.16390537
136,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108958_label.wav,0.1658884,0.111725956,0.12747109,0.09986754,0.13207236,0.17786446,0.18511018
137,E:/kcc2023/un-labeled\1.강제추행(성범죄)_108982_label.wav,0.17142044,0.18045917,0.08804837,0.083501026,0.12365259,0.22690782,0.1260106
138,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109017_label.wav,0.19601364,0.1233136,0.09990628,0.15741916,0.2421733,0.1045465,0.07662751
139,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109043_label.wav,0.30464414,0.19508399,0.09121353,0.057255894,0.06569096,0.11243763,0.17367382
140,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109049_label.wav,0.1615267,0.22587594,0.10340822,0.08404725,0.07628026,0.12991372,0.21894783
141,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109093_label.wav,0.15654953,0.12715471,0.16458273,0.09523896,0.19118108,0.16718553,0.098107494
142,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109094_label.wav,0.27145177,0.25594568,0.08303351,0.08346414,0.06424174,0.06981521,0.17204799
143,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109161_label.wav,0.19091594,0.14363518,0.11478617,0.1043575,0.2020755,0.1304572,0.11377251
144,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109178_label.wav,0.0891713,0.15174128,0.11141766,0.19191116,0.19244665,0.11581178,0.1475001
145,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109194_label.wav,0.16181134,0.12378552,0.12219415,0.09516525,0.30479047,0.10307676,0.0891765
146,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109220_label.wav,0.25334665,0.14127141,0.12507737,0.11541639,0.1325174,0.112528875,0.119841896
147,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109247_label.wav,0.09136837,0.3525624,0.080821805,0.064996734,0.061111934,0.07814129,0.2709975
148,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109280_label.wav,0.26140168,0.08664995,0.13593091,0.08629221,0.18849114,0.10716873,0.13406542
149,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109313_label.wav,0.15710935,0.17173083,0.094975844,0.10455615,0.17660087,0.12907018,0.16595678
150,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109356_label.wav,0.15822093,0.15096045,0.10597501,0.117515646,0.14256552,0.11900222,0.20576029
151,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109364_label.wav,0.10850828,0.21498306,0.11961807,0.09551633,0.14293163,0.1380219,0.18042067
152,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109366_label.wav,0.2854681,0.12444189,0.109364256,0.10727678,0.16430551,0.111192994,0.097950436
153,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109383_label.wav,0.109447256,0.31331766,0.12968817,0.080536865,0.087769926,0.13500915,0.14423099
154,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109398_label.wav,0.11817748,0.18045498,0.1035238,0.120374866,0.18201219,0.16089334,0.1345633
155,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109433_label.wav,0.36471426,0.16775665,0.10762631,0.053784568,0.100736886,0.07845282,0.12692851
156,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109461_label.wav,0.1384533,0.26641244,0.11246497,0.09910938,0.16228144,0.08790711,0.1333713
157,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109506_label.wav,0.08510553,0.30984297,0.10330363,0.09465664,0.08823958,0.086785555,0.23206605
158,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109514_label.wav,0.2110004,0.12617016,0.16572285,0.08370084,0.16571777,0.09154044,0.15614752
159,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109520_label.wav,0.3747255,0.16973402,0.101191945,0.07352354,0.09529892,0.07734088,0.10818522
160,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109576_label.wav,0.13046403,0.11907925,0.10756806,0.1351577,0.1777616,0.100888565,0.22908083
161,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109626_label.wav,0.26388562,0.16799828,0.12828015,0.09396708,0.090171605,0.09055311,0.16514412
162,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109667_label.wav,0.082918495,0.47193107,0.0899257,0.04935793,0.06994258,0.08077802,0.15514617
163,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109671_label.wav,0.12555534,0.19750825,0.13820139,0.08955314,0.1180331,0.16344786,0.16770093
164,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109677_label.wav,0.16649793,0.1735441,0.115774214,0.092877686,0.1734033,0.14082813,0.1370746
165,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109686_label.wav,0.31286958,0.19128475,0.094930075,0.07402316,0.09260439,0.078039415,0.1562486
166,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109689_label.wav,0.09501372,0.33728737,0.13582844,0.07700662,0.1777637,0.07343377,0.10366631
167,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109695_label.wav,0.19127844,0.17559284,0.10218497,0.097549655,0.15513599,0.094953395,0.18330471
168,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109725_label.wav,0.15485556,0.14373033,0.09452082,0.090087995,0.14151715,0.1624596,0.21282855
169,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109794_label.wav,0.12317281,0.1356627,0.09824369,0.1044719,0.2078411,0.14559841,0.18500946
170,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109811_label.wav,0.26498836,0.13161875,0.12676448,0.11421093,0.1214923,0.09634242,0.14458273
171,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109816_label.wav,0.15732162,0.16750368,0.09895117,0.08182196,0.10318896,0.12502463,0.26618797
172,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109832_label.wav,0.13623233,0.37823603,0.10781458,0.07797421,0.06246885,0.07915931,0.15811472
173,E:/kcc2023/un-labeled\1.강제추행(성범죄)_109845_label.wav,0.2267679,0.14993887,0.12395391,0.051314577,0.137225,0.07869987,0.23209983
